"vote_count","id","video","vote_average","title","popularity","poster_path","original_language","original_title","genre_ids","backdrop_path","adult","overview","release_date"
2756,293863,FALSE,7.4,"The Age of Adaline",13.989776,"/gEDGROZ4NQDlRjUPPSSyIf0hKvD.jpg","en","The Age of Adaline","14, 18, 10749","/iAsnIAyoauaGYmQwh2JOd1ibhke.jpg",FALSE,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.","2015-04-16"
425,24418,FALSE,5.6,"Cirque du Freak: The Vampire's Assistant",13.985565,"/nzx9HQOJ1CYgHcITgBXatN0FFxc.jpg","en","Cirque du Freak: The Vampire's Assistant","12, 14, 28, 53","/fa8wNFBYP3ouGXs3dJDYzMEvj9g.jpg",FALSE,"Darren Shan is a regular teenage kid. He and his friend Steve find out about a Freak Show coming to town and work hard at trying to find tickets. They do, and together they go to ""Cirque du Freak"" where they see many strange acts including a wolf-man and a bearded lady","2009-10-23"
840,11319,FALSE,6.7,"The Rescuers",13.977983,"/gCJuDViPCEuHVmoZUvhOj1jyqfV.jpg","en","The Rescuers","14, 10751, 16, 12","/8kVDTCCrcN2twIJZpkTNfG3df85.jpg",FALSE,"What can two little mice possibly do to save an orphan girl who's fallen into evil hands? With a little cooperation and faith in oneself, anything is possible! As members of the mouse-run International Rescue Aid Society, Bernard and Miss Bianca respond to orphan Penny's call for help. The two mice search for clues with the help of an old cat named Rufus.","1977-06-22"
3260,35,FALSE,6.9,"The Simpsons Movie",13.975682,"/eCytnEriVur3rT47NWfkgPXD9qs.jpg","en","The Simpsons Movie","16, 35, 10751","/gMjtdTP6HIi7CDilqXwnX8vouxO.jpg",FALSE,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","2007-07-25"
2227,250546,FALSE,5.5,"Annabelle",13.964965,"/yAgxM61Sn0dYML4C9v3MJFp5zPI.jpg","en","Annabelle","27","/2gKX53lskaCYk9ycXmaDJKqWiy.jpg",FALSE,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.","2014-10-02"
1996,311324,FALSE,5.8,"The Great Wall",13.960065,"/p70dq1YxabemdZDm5K6Q8G10wSn.jpg","en","The Great Wall","28, 12, 14","/rym1ecQJVj1NhZnigRePtiusorF.jpg",FALSE,"European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.","2016-12-16"
4104,84892,FALSE,7.7,"The Perks of Being a Wallflower",13.958392,"/cyNQLnHnXZcTUDXVVSEYmquOTOI.jpg","en","The Perks of Being a Wallflower","18","/yvZfKUEppwrBSnsawzZzfSQaKoN.jpg",FALSE,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.","2012-09-20"
1541,41513,FALSE,5.5,"The Smurfs",13.927616,"/ntP7anZWyi7TxFARKp78bHTLEVr.jpg","en","The Smurfs","16, 10751, 12, 35, 14","/83lCHxDeIrovVxPw2ztvwcoH6rA.jpg",FALSE,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.","2011-07-29"
2359,13053,FALSE,6.3,"Bolt",13.909332,"/pGA75RbbIDXlUJtzJogAtS0KyxL.jpg","en","Bolt","16, 10751, 12, 35","/lwI40taKaCKHK9mUeSBP2tQz8dS.jpg",FALSE,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.","2008-11-21"
3357,44115,FALSE,7,"127 Hours",13.909063,"/c6Nu7UjhGCQtV16WXabqOQfikK6.jpg","en","127 Hours","12, 18, 53","/d0bouSucBdmuu4k1UxN7WuNUuBe.jpg",FALSE,"The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.","2010-11-05"
8,493922,FALSE,0,"Hereditary",13.903172,"/xqX1KCs1LG26SxasiBAooF311OR.jpg","en","Hereditary","27, 18, 9648, 53","/3z0oRN1qKDIB5puUtSaFs3pJO4V.jpg",FALSE,"After their reclusive grandmother passes away, the Graham family tries to escape the dark fate they've inherited.","2018-06-04"
1726,11322,FALSE,6.5,"Public Enemies",13.902688,"/qisfF7ENdmGI8fpQJoCxIIU1QhH.jpg","en","Public Enemies","80, 18, 36","/1egC8NH3RLbebr3XPjdYVXGugpD.jpg",FALSE,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.","2009-07-01"
3927,138832,FALSE,6.8,"We're the Millers",13.896803,"/digXuLXmk88Ar23LYUQTLcz5npA.jpg","en","We're the Millers","35, 80","/hoSddFLIyr6FUylOwCxoahbvnXd.jpg",FALSE,"A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.","2013-08-07"
651,62206,FALSE,5.6,"30 Minutes or Less",13.891866,"/hrMpGWLExvEXqFgHviLA8GUSnBB.jpg","en","30 Minutes or Less","28, 12, 35","/5jZlxWJjvui9zJNPrPC0t0dEw3G.jpg",FALSE,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...","2011-08-11"
155,442064,FALSE,5.4,"Proud Mary",13.884925,"/5luceoVMU2FzWuyty7mZFcSY5ZW.jpg","en","Proud Mary","53, 28, 80","/6vNh2vkfXVL8PoVXVIeZB6DcwbM.jpg",FALSE,"A hit woman kills a drug boss only to learn that she has left a boy orphaned. A year later, she saves the boy from a dangerous life on the street but finds herself unable to give the boy or herself a fresh start.","2018-01-12"
24,469721,FALSE,6.2,"The Cured",13.879288,"/u56EI8gpAvvm4NE5dqdBeP7cD6d.jpg","en","The Cured","27, 18, 878","/viyaTm0EpTQxUQLrgn78DBdyJPM.jpg",FALSE,"What happens when the undead return to life? In a world ravaged for years by a virus that turns the infected into zombie-like cannibals, a cure is at last found and the wrenching process of reintegrating the survivors back into society begins.","2018-02-23"
1428,1817,FALSE,6.7,"Phone Booth",13.874799,"/xIaUpPok8WFnr79EAvgtGsIaJzV.jpg","en","Phone Booth","53, 18","/3mBJlp8rv9SM4usIauC5rnA4i7R.jpg",FALSE,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.","2002-09-09"
1224,258216,FALSE,6.8,"Nymphomaniac: Vol. I",13.866538,"/49HMMZPVJcnUwe2QmVzBfxyLAY2.jpg","da","Nymphomaniac: Vol. I","18","/t9MElpSTsqNBttwntdevOgQuJDe.jpg",FALSE,"A man named Seligman finds a fainted wounded woman in an alley and he brings her home. She tells him that her name is Joe and that she is nymphomaniac. Joe tells her life and sexual experiences with hundreds of men since she was a young teenager while Seligman tells about his hobbies, such as fly fishing, reading about Fibonacci numbers or listening to organ music.","2013-12-25"
2928,333484,FALSE,6,"The Magnificent Seven",13.864676,"/z6BP8yLwck8mN9dtdYKkZ4XGa3D.jpg","en","The Magnificent Seven","12, 28, 37","/T3LrH6bnV74llVbFpQsCBrGaU9.jpg",FALSE,"Seven gun men in the old west gradually come together to help a poor village against savage thieves.","2016-09-14"
267,10068,FALSE,6,"Nine 1/2 Weeks",13.861278,"/ngARl6Cwc2P7OBWkGoHJFkGXIPT.jpg","en","Nine 1/2 Weeks","18, 10749","/g9Ug1tS5JT255V8VrpZBDx2EbVB.jpg",FALSE,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.","1986-02-14"
1277,73723,FALSE,6.3,"The Lorax",13.849349,"/6FuYtjegxaUv7n7C733hUEOQytR.jpg","en","The Lorax","16, 10751","/7CuXAFUWcOlR5kt07ln1fZDxdHX.jpg",FALSE,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.","2012-03-01"
490,38810,FALSE,7,"Dogtooth",13.84336,"/8hQbM6n2wnB5U1T0mHFIGwTtSeI.jpg","el","Κυνόδοντας","18","/75En8zwoGss8ajxVWl1ncaHcOiV.jpg",FALSE,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.","2009-06-01"
892,926,FALSE,6.9,"Galaxy Quest",13.843176,"/ahpUPhVlwAWic9N0SfNkxs8e66W.jpg","en","Galaxy Quest","35, 10751, 878","/1sAm8L4yOquzak9bstajTIoCEmy.jpg",FALSE,"The stars of a 1970s sci-fi show - now scraping a living through re-runs and sci-fi conventions - are beamed aboard an alien spacecraft. Believing the cast's heroic on-screen dramas are historical documents of real-life adventures, the band of aliens turn to the ailing celebrities for help in their quest to overcome the oppressive regime in their solar system.","1999-12-23"
1766,10198,FALSE,6.8,"The Princess and the Frog",13.838408,"/bVRHirC6uIZL9VtRqYRxdedYnOG.jpg","en","The Princess and the Frog","10749, 10751, 16, 10402","/1lwFk4K21cx0QIdmVDDF1qyLmTm.jpg",FALSE,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","2009-12-08"
1267,242512,FALSE,5,"Ouija",13.835926,"/vHTXN00kJktCbSLV50Vbk9siNiX.jpg","en","Ouija","27","/pJXFPBOild76vDAiapX5BOTtj2B.jpg",FALSE,"A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.","2014-10-24"
2700,302946,FALSE,6.9,"The Accountant",13.817583,"/afhAUuWVB7k7PjJUd4lwO3rzhSq.jpg","en","The Accountant","80, 53, 18","/uAcSvZ4BbK0mgkL8NfwzaGFvEvW.jpg",FALSE,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.","2016-10-14"
188,15255,FALSE,6.9,"Undisputed II: Last Man Standing",13.811773,"/9jEXIplaGVkoxRSVKOl01kyi2E9.jpg","en","Undisputed II: Last Man Standing","28, 80, 53","/zUfJK8z6cN4vvBTfIpnw6YYGFV1.jpg",FALSE,"Sequel to the 2002 film. This time, Heavyweight Champ George ""Iceman"" Chambers (White) is sent to a Russian jail on trumped-up drug charges. In order to win his freedom he must fight against the jailhouse fighting champ Uri Boyka (Adkins) in a battle to the death. This time he is not fighting for a title, he is fighting for his life!","2006-04-11"
2841,268,FALSE,7.1,"Batman",13.810807,"/kBf3g9crrADGMc2AMAMlLBgSm2h.jpg","en","Batman","14, 28","/2blmxp2pr4BhwQr74AdCfwgfMOb.jpg",FALSE,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.","1989-06-23"
354,11934,FALSE,7.1,"The Hudsucker Proxy",13.794447,"/olViHNQHPy18SOJvbAI1bXUjHXI.jpg","en","The Hudsucker Proxy","35, 18","/nydgY2PtjJ9lA0U94A54ittsXJG.jpg",FALSE,"A naive business graduate is installed as president of a manufacturing company as part of a stock scam.","1994-03-11"
630,452507,FALSE,6,"1922",13.791491,"/q4FQOiSRhTLWulHl5Vpg37FMArH.jpg","en","1922","80, 18, 27, 9648, 53","/3uwyXMZN93PRkShUxvLrufwVAc2.jpg",FALSE,"A simple yet proud rancher conspires to murder his wife for financial gain, convincing his teenage son to participate.","2017-10-20"
982,403119,FALSE,5.4,"47 Meters Down",13.774853,"/2IgdRUTdHyoI3nFORcnnYEKOGIH.jpg","en","47 Meters Down","18, 53, 27, 12","/6j8B3BqTuNrpAJoa0JIc7nZzOUn.jpg",FALSE,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.","2017-05-25"
3640,103,FALSE,8.1,"Taxi Driver",13.773393,"/ekstpH614fwDX8DUln1a2Opz0N8.jpg","en","Taxi Driver","80, 18","/hjmJKAVoZ3n2KWbKgasbfdugwhu.jpg",FALSE,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.","1976-02-07"
852,9384,FALSE,5.6,"Starsky & Hutch",13.762469,"/plbKo5JoCijmqghCWrw2ef8WFhg.jpg","en","Starsky & Hutch","35, 80","/xe1zdnzfc5PjQm7c51FN4iImAaI.jpg",FALSE,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.","2004-03-05"
2070,567,FALSE,8.2,"Rear Window",13.750158,"/oXbT7vlLmZ76kWoHe5XJYuyJUgp.jpg","en","Rear Window","18, 9648, 53","/8hknli2ljweYPkdEgl33vtJBf2U.jpg",FALSE,"Professional photographer L.B. ""Jeff"" Jeffries breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Freemont and his visiting nurse Stella to investigate.","1954-08-01"
1216,241,FALSE,7,"Natural Born Killers",13.750024,"/w5sruoTQ87PFAGRJQyyaCOM1C4A.jpg","en","Natural Born Killers","80, 53, 18","/Vuu0Yr5HZ6FzRcrHkFoI4HzjZS.jpg",FALSE,"Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.","1994-08-25"
1318,2280,FALSE,6.9,"Big",13.748644,"/me6uugsf6zWTkrcLBoNc9EElb5j.jpg","en","Big","14, 18, 35, 10749, 10751","/5VGu8NqVz2GsKDRGFhj4hwMU5De.jpg",FALSE,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?","1988-06-03"
593,12180,FALSE,5.8,"Star Wars: The Clone Wars",13.747453,"/xd6yhmtS6mEURZLwUDT5raEMbf.jpg","en","Star Wars: The Clone Wars","16, 28, 878, 12","/b3w2eXhAZvk79dMtIBTEBf8FXjc.jpg",FALSE,"Set between Episode II and III the Clone Wars is the first computer animated Star Wars film. Anakin and Obi Wan must find out who kidnapped Jabba the Hutts son and return him safely. The Seperatists will try anything to stop them and ruin any chance of a diplomatic agreement between the Hutt's and the Republic.","2008-08-05"
941,1268,FALSE,6.1,"Mr. Bean's Holiday",13.733377,"/5G3gOZemcwXf2nbUFB4VCc5gl2A.jpg","en","Mr. Bean's Holiday","10751, 35","/m4HoSKqgtjbwXkN4VvfueZCV9iN.jpg",FALSE,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.","2007-03-22"
